Time,Country Code,AG.LND.FRST.K2,AG.PRD.LVSK.XD,EG.ELC.RNWX.KH,EG.FEC.RNEW.ZS,EG.USE.ELEC.KH.PC,EG.USE.PCAP.KG.OE,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD.ZG,SP.POP.GROW,SP.POP.TOTL,SP.URB.GROW,SP.URB.TOTL,SP.URB.TOTL.IN.ZS
1982,BHR,NaN,14.4,0,NaN,5137.88403061759,8953.47772603237,NaN,17281.1316943346,-10.7684403775292,3.5365916269934,391017,3.78430940965845,338351,86.531
1982,BIH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.894085297839202,4274013,1.78583832237613,1564588,36.607
1982,BLR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.677412012600594,9776000,2.53557538917126,5734993,58.664
1982,BLZ,NaN,28,NaN,NaN,NaN,NaN,NaN,3107.74396700355,-2.4967254834451,2.42065389829613,152409,2.03071205249556,74668,48.992
1982,BMU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79583.1339569096,-5.96695963797384,0.7221816199964,55449,0.7221816199964,55449,100
1982,BOL,NaN,33.35,32000000,NaN,257.214095933347,450.344827125755,NaN,1902.5858918619,-5.99313535176599,2.16183267496413,5991118,4.31881751724282,2844104,47.472
1982,BRA,NaN,26.44,2178000000,NaN,1043.03206115609,867.123598354415,NaN,5914.56439703097,-1.45093407536268,2.28813750386516,128065095,3.62316718769434,86139144,67.262
1982,BRB,NaN,75.4,NaN,NaN,NaN,NaN,NaN,13052.5837893529,-5.257315367679,0.375446724381021,255642,-0.314979549785816,101117,39.554
1982,BRN,NaN,18.06,0,NaN,2706.47460499427,6963.70433135623,NaN,45364.2076064224,0.572610112571127,3.30940775139301,200630,3.53911913653524,130909,65.249
1982,BTN,NaN,124.16,NaN,NaN,NaN,NaN,NaN,440.190137997391,0.267815093777514,3.11447910873238,442201,8.04522463920449,49456,11.184
1982,BWA,NaN,71.87,0,NaN,590.415138087739,773.230734040463,NaN,2245.42576962274,7.75109498945766,4.01518519279326,1023009,14.4831599268167,199374,19.489
1982,CAF,NaN,26.1,NaN,NaN,NaN,NaN,NaN,579.087967520825,6.55356444566266,1.08483139909751,2467635,2.04512408845311,852124,34.532
1982,CAN,NaN,75.87,2139000000,NaN,12981.0786679366,7173.55516447822,NaN,27001.6679281092,-4.33214663635761,1.18962434077573,25116942,1.40336695590179,19057229,75.874
1982,CHE,NaN,96.27,390000000,NaN,6189.34243360789,2984.22326318443,NaN,59259.1607670029,-1.88437695751318,0.584291675385673,6391309,0.503672244155451,4755517,74.406
1982,CHI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.855408045623574,129614,0.796700837825884,41334,31.89
1982,CHL,NaN,41.72,137000000,NaN,882.581511539196,747.79985581933,NaN,4322.64786812333,-12.2939530635378,1.44847785546328,11807408,1.99480591342949,9708759,82.226
1982,CHN,NaN,15.54,0,NaN,299.197921933712,606.830437325878,NaN,480.311347634892,7.4234102319374,1.47267476016581,1008630000,5.29566624595188,210823843,20.902
1982,CIV,NaN,50.24,0,NaN,182.719966062141,395.819054261572,NaN,2455.22829580137,-3.45529444106315,3.717022456039,8948119,4.29842412995549,3334069,37.26
1982,CMR,NaN,41.47,0,NaN,224.05251870623,443.654052299849,NaN,1546.47683918966,4.92618354648671,2.43844690341496,9046986,5.0058593047605,3040963,33.613
1982,COD,NaN,77.86,0,NaN,128.033309497332,315.161486219728,NaN,972.414275460055,-3.14361685455667,2.73536091690952,28219219,3.66780509849201,7783707,27.583
1982,COG,NaN,27.54,0,NaN,103.053199514133,354.383213523091,NaN,2659.5447942158,20.94074581403,2.17312144774999,1911634,4.05363108227752,950216,49.707
1982,COL,NaN,43.05,231000000,NaN,676.11271060515,673.040701700561,NaN,3245.94167483254,-1.33247799236837,2.28538665013336,27405194,3.31257568305741,17833382,65.073
1982,COM,NaN,64.09,NaN,NaN,NaN,NaN,NaN,1262.47255153924,3.60397917004708,2.64730315289589,347053,4.51553917274999,83622,24.095
1982,CPV,NaN,40.96,NaN,NaN,NaN,NaN,NaN,642.746204199633,1.34875911497755,1.44611774182867,326319,7.42581179686894,86589,26.535
1982,CRI,NaN,39.56,10000000,NaN,923.639043743482,451.082806043642,NaN,5275.59900751075,-9.80975610933231,2.76028759661915,2550780,3.56938365229253,1117318,43.803
1982,CUB,NaN,116.88,1046000000,NaN,1010.0037602658,1506.22704456632,NaN,4652.47206210946,8.25526413457453,0.6105467679555,9908874,1.42202785377635,6878146,69.414
1982,CUW,NaN,NaN,0,NaN,4950.00033310904,27354.0216254389,NaN,NaN,NaN,0.985513282103748,150101,1.35642218083023,123658,82.383
1982,CYM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.50489731781473,18729,4.50489731781473,18729,100
1982,CYP,NaN,51.77,0,NaN,1526.80088534343,1239.7149205647,NaN,11269.7626953125,4.77451138656848,1.30940422806958,696227,4.79190236437093,438372,62.964
1982,CZE,NaN,NaN,0,NaN,4675.59995680005,4633.61136678408,NaN,NaN,NaN,0.138100551275644,10314826,0.0996803472645308,7782743,75.452
1982,DEU,NaN,103.22,2645000000,NaN,5822.02735932476,4257.86440735867,NaN,23783.9454870064,-0.300057816359015,-0.0951134365477742,78333366,0.0664248441628341,57267174,73.107
1982,DJI,NaN,81.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.96188662419799,355110,5.20562747399726,262575,73.942
1982,DMA,NaN,54.38,NaN,NaN,NaN,NaN,NaN,3438.45793337226,4.56641165336671,-0.420451573651269,72626,3.13765625784853,35967,49.524
1982,DNK,NaN,86.23,19000000,NaN,4678.95447466788,3422.37480484817,NaN,33067.5698057741,3.76078942809312,-0.0734810004992979,5117810,0.0575249605680878,4300240,84.025
1982,DOM,NaN,36.06,84000000,NaN,331.00697442169,603.268939093553,NaN,2787.1200685903,-0.494795613049774,2.18046569535891,6014979,3.41136396949062,3190946,53.05
1982,DZA,NaN,27.48,0,NaN,415.248006809567,793.431741527641,NaN,3356.16153858042,2.9487290674965,3.2974527326651,20000096,5.2657884481484,9060643,45.303
1982,ECU,NaN,52.99,0,NaN,396.028885961995,652.663886260037,NaN,4188.84031662054,-1.96730603297574,2.59987799633425,8572607,4.52328694391854,4184975,48.818
1982,EGY,NaN,19.11,0,NaN,452.627737151841,417.964471814501,NaN,1610.46974656847,7.07159734053735,2.61383660122245,46088647,2.65029545287856,20228307,43.89
1982,ERI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7358158124778,1751045,3.98400242015588,258367,14.755
1982,ESP,NaN,62.61,487000000,NaN,2658.24167064445,1760.39990720795,NaN,14697.1136411382,0.640408996416269,0.600390137240396,37986012,0.921931198711147,27925417,73.515
1982,EST,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.719876655375138,1498414,1.02259728765148,1050928,70.136
1982,ETH,NaN,NaN,0,NaN,19.5628493214795,471.825667710547,NaN,296.114179784151,-2.86575165461683,3.81945997283751,37213393,5.71468067431004,4023884,10.813
1982,FIN,NaN,112.08,0,NaN,8533.1617405918,4805.4938819329,NaN,24744.2967772251,2.5320040355945,0.560285843941572,4826933,1.71862801907281,3541666,73.373
1982,FJI,NaN,94.28,NaN,NaN,NaN,NaN,NaN,3402.2233863321,-8.24747341970593,2.44286020771579,676967,2.84027159816506,257721,38.07
1982,FRA,NaN,106.2,794000000,NaN,4620.52483614693,3281.72429951564,NaN,24187.0947668643,1.91079871688389,0.581753882537421,55694106,0.681224187860529,40893397,73.425
1982,FRO,NaN,85.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.25547065266781,44164,0.983061251232128,13698,31.017
1982,FSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86815144329786,80816,2.61188463655406,21295,26.35
1982,GAB,NaN,58.35,0,NaN,835.882140618173,2010.2357567583,NaN,8863.57688619681,-5.63561342218269,2.65413667167756,789585,5.03280234612187,460897,58.372
1982,GBR,NaN,97.09,0,NaN,4480.33541287092,3397.12228871864,NaN,24346.5054231422,2.03145557881628,-0.0358427938348334,56313641,-0.0982126581127166,44228171,78.539
1982,GEO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4184.21328459718,1.14157135710275,0.846666492599661,4542800,1.48807596600273,2415679,53.176
1982,GHA,NaN,44.57,0,NaN,343.822666010646,343.8762219332,NaN,759.357406685451,-9.67501769713968,3.00060385682506,12584976,3.71803361264816,3978614,31.614
1982,GIB,NaN,NaN,0,NaN,1974.84668953331,1097.77223434847,NaN,NaN,NaN,0.152560620415622,28863,0.152560620415622,28863,100
1982,GIN,NaN,21.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0180877460392,5170731,5.66855524113531,1314090,25.414
1982,GMB,NaN,39.03,NaN,NaN,NaN,NaN,NaN,649.928647394614,-4.04878370378768,3.36550817104249,768272,6.25285836233699,231350,30.113
1982,GNB,NaN,40.96,NaN,NaN,NaN,NaN,NaN,575.45594420459,2.54077868275063,1.60523572926371,858630,7.41760170884743,171838,20.013
1982,GNQ,NaN,66.97,NaN,NaN,NaN,NaN,NaN,452.214120177873,-3.88075139980634,6.13584827995516,315741,6.46837684100189,88591,28.058
1982,GRC,NaN,110.62,0,NaN,2270.49088141565,1537.27769706215,NaN,14699.6508220897,-1.74025239434245,0.616462040117845,9789513,0.894228982926948,6846785,69.94
1982,GRD,NaN,79.83,NaN,NaN,NaN,NaN,NaN,3573.99635036235,2.70910189799665,1.36842703604026,96534,1.52013672271075,31883,33.028
1982,GRL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25327.60905575,-5.34762529762014,0.975617494536466,51500,1.46311181146779,39588,76.869
1982,GTM,NaN,26.15,101000000,NaN,194.969940757227,499.029831777842,NaN,3032.22777387798,-6.07341223875247,2.67176606345182,7262658,3.49555569155755,2859308,39.37
1982,GUM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.58765146338012,116189,2.29650409802683,108310,93.219
1982,GUY,NaN,38.21,NaN,NaN,NaN,NaN,NaN,2842.13858708907,-13.1849012155358,-0.00602824940461058,779639,-0.305538595857589,236270,30.305
1982,HKG,NaN,191.63,0,NaN,2361.4778231551,1082.68534523696,NaN,13579.9996126044,1.36392334790352,1.55249627039205,5264500,1.87444173038791,4848078,92.09
1982,HND,NaN,38.35,0,NaN,215.407380180579,501.297798337354,NaN,1568.7554757568,-4.99880371382567,3.031585844239,4015647,4.62462210513712,1445794,36.004
1982,HRV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.491578573238622,4634234,1.21980175407078,2235415,48.237
1982,HTI,NaN,59.72,12000000,NaN,48.8287563604985,305.831854859839,NaN,1920.89841788613,-5.49137628869205,2.01911312575433,5877684,2.15032420449712,1210509,20.595
1982,HUN,NaN,181.35,0,NaN,2833.48753705443,2630.75848147711,NaN,NaN,NaN,-0.0589521155113363,10705535,0.221828367079626,6910744,64.553
1982,IDN,NaN,28.18,78000000,NaN,61.1291762890845,387.024939686073,NaN,1123.64998837494,-0.0860918798015433,2.30844263861505,155228658,5.71671226417467,36643277,23.606
1982,IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14859303727813,64654,0.140501943804637,33475,51.776
1982,IND,NaN,25.68,0,NaN,158.765561913971,299.338967383475,NaN,407.585617203432,1.16259217390204,2.26080777945204,729169466,3.23820797275063,172426704,23.647
1982,INX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 
1982,IRL,NaN,72.34,0,NaN,2794.19358540364,2356.89425669861,NaN,17303.2084282793,1.32102135097527,0.9454154697589,3485800,1.23258471095183,1944867,55.794
1982,IRN,NaN,35.78,0,NaN,603.811338486114,1179.67549669965,NaN,4120.7341586773,17.3060407317532,4.87893747585362,42500030,6.33749603209098,21749390,51.175
1982,IRQ,NaN,135.27,0,NaN,897.241175193096,688.891351081673,NaN,2820.95230444149,0.571236068313169,2.80672227281537,14467682,3.79303020099924,9670054,66.839
1982,ISL,NaN,90.03,177000000,NaN,14038.3135209099,7076.20798768494,NaN,NaN,NaN,1.33661040915962,233860,1.63805178277911,207668,88.8
1982,ISR,NaN,36.76,0,NaN,3173.90225750434,1958.31704291739,NaN,NaN,NaN,1.8781070374563,4031000,2.26751078906034,3599159,89.287
1982,ITA,NaN,108.41,3521000000,NaN,3132.77122263357,2206.54273410646,NaN,22027.3545327407,0.33922498995851,0.0740818599916188,56543548,0.147367695402826,37819718,66.886
1982,JAM,NaN,44.53,299000000,NaN,781.048969679115,1040.54544313845,NaN,3941.68432755787,0.54028547967981,1.509282673142,2199606,2.61769103125693,1051698,47.813
1982,JOR,NaN,17.62,0,NaN,529.432763078007,896.141000328714,NaN,4981.99790955271,2.59190476865498,4.23122379195464,2406349,6.51206073884429,1513160,62.882
1982,JPN,NaN,86.3,9892000000,NaN,4695.39162727887,2839.86520087779,NaN,20525.2958514713,2.56581541921426,0.693656149424745,118480000,0.837770081312131,90498578,76.383
1982,KAZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.63128105647953,14634179,2.43417559059152,8052018,55.022
1982,KEN,NaN,37.52,152000000,NaN,108.204403632061,443.861987465634,NaN,1235.86674693703,-2.14026548412684,3.65874486828768,17411491,4.28807603555879,2747533,15.78
1982,KGZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.97451714414123,3759300,1.84486057292895,1448346,38.527
1982,KHM,NaN,29.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.93186257215211,6619699,6.17461906367937,862613,13.031
1982,KIR,NaN,46.07,NaN,NaN,NaN,NaN,NaN,1731.02829778396,-0.872611656409703,1.76533594799035,62977,2.53115980191588,20645,32.782
1982,KNA,NaN,241.56,NaN,NaN,NaN,NaN,NaN,5598.50088948969,0.921320564466214,-0.370858880743519,42794,-0.725422257747381,15246,35.626
1982,KOR,NaN,24.72,0,NaN,1027.86040261248,1095.50331543592,NaN,4568.259117929,6.67661891453824,1.54546853308404,39326352,4.33796607785697,23619800,60.061
1982,KWT,NaN,16.26,0,NaN,6511.50296959141,6935.91163764027,NaN,NaN,NaN,4.95428729381318,1652921,5.72893466741941,1593647,96.414
1982,LAO,NaN,30.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.42361545140337,3453691,4.61276765619085,446562,12.93
1982,LBN,NaN,60.38,0,NaN,976.179207871451,581.804436485325,NaN,NaN,NaN,1.40755158454098,3070133,2.98384735257662,2336033,76.089
1982,LBR,NaN,46.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86905046469497,2047602,5.62360158225955,761155,37.173
1982,LBY,NaN,62.71,0,NaN,1124.49804116239,2533.5587025032,NaN,NaN,NaN,4.81292959497818,3265457,6.64623206318172,2376371,72.773
1982,LCA,NaN,74.83,NaN,NaN,NaN,NaN,NaN,4658.87143853801,0.23786046934768,1.82729801730868,126194,2.84868826574284,34182,27.087
1982,LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.904077580791,1.34419580522923,25689,0.540834200926123,4635,18.043
1982,LKA,NaN,43.84,0,NaN,110.306836309901,316.934405259285,NaN,1074.55744527605,2.52369822720475,1.56565359783297,15438753,1.47993205695385,2880871,18.66
1982,LSO,NaN,105.44,NaN,NaN,NaN,NaN,NaN,457.457582063763,1.5869448228312,2.78624243166408,1488399,3.30653028651586,172208,11.57
1982,LTU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70338626338287,3457179,1.96106125766559,2168688,62.73
1982,LUX,NaN,NaN,18000000,NaN,10992.408180015,8057.80999931605,NaN,42788.9485611364,1.04830070761793,0.082107428492381,365525,0.152707353675239,294251,80.501
1982,LVA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.461697590425841,2531080,0.878947272199675,1714098,67.722
1982,MAC,NaN,71.4,NaN,NaN,NaN,NaN,NaN,22840.0776367594,NaN,3.16496765440353,256692,3.40183847390277,253840,98.889
1982,MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.7629536217751,8957,NaN,NaN, 
1982,MAR,NaN,33.16,0,NaN,265.197971828379,272.461128277107,NaN,1345.3115234375,6.10912401416516,2.62988991910437,20746765,4.31878917571057,8845176,42.634
1982,MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95082.3815182745,1.35876815876593,1.05365832516093,27573,1.05365832516093,27573,100
1982,MDA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.934031531188196,2765889,2.75283946194848,1158659,41.891
1982,MDG,NaN,136.62,NaN,NaN,NaN,NaN,NaN,576.458513270186,-4.63118311814496,2.82357086161365,9470990,5.28407864336235,1843149,19.461
1982,MDV,NaN,75.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8242421467611,174523,5.7038320510131,41142,23.574
1982,MEX,NaN,48.2,1296000000,NaN,986.529488612579,1504.26404213733,NaN,8025.42271452409,-2.02141138316971,2.03453780905284,70656783,2.81806082510955,47619845,67.396
1982,MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2417.19899493766,0.737324634066212,3.98353253159063,34569,5.31645275441366,20608,59.614
1982,MKD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18533033707416,1958275,1.96554745822519,1065889,54.43
1982,MLI,NaN,121.97,NaN,NaN,NaN,NaN,NaN,399.366613890599,-9.34589019664548,2.14707457836595,7696349,4.72813285390583,1498171,19.466
1982,MLT,NaN,73.01,0,NaN,1831.86150267875,1255.81010009267,NaN,7890.02404561768,0.113836738273847,2.14497741123595,325898,2.15483226740673,292666,89.803
1982,MMR,NaN,12.05,0,NaN,33.1581535122342,280.788712734279,NaN,214.026778582951,4.03908721512309,1.83727272457478,34742586,1.88313039520906,8335789,23.993
1982,MNE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29557745331934,587001,4.13663825065685,228836,38.984
1982,MNG,NaN,68.76,NaN,NaN,NaN,NaN,NaN,1510.63978047142,5.75330316313641,2.41850937834083,1781797,3.53613785619794,949128,53.268
1982,MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.9207163632627,22647,13.2932816928295,19803,87.444
1982,MOZ,NaN,18.21,0,NaN,49.6562418526164,550.629495790856,NaN,231.41261128766,-8.94797891176793,2.22431867825591,11901827,8.99303081124728,1789440,15.035
1982,MRT,NaN,63.72,NaN,NaN,NaN,NaN,NaN,1505.74385925922,-5.18999171745669,2.96178593005443,1598332,7.98787099560585,484215,30.295
1982,MUS,NaN,24.01,43000000,NaN,294.200324224878,414.601806913909,NaN,2530.62333901935,4.21530028904613,1.22242818791707,992521,0.706033135132512,416035,41.917
1982,MWI,NaN,16.93,NaN,NaN,NaN,NaN,NaN,388.676060642654,-1.49216342084461,3.97603889382417,6784347,6.30214869420409,643224,9.481
1982,MYS,NaN,17.87,0,NaN,757.415274402489,922.914103547949,NaN,3398.53450304852,3.23057657397383,2.59375588917813,13921029,4.36964889511759,6065949,43.574
1982,NAM,NaN,136.85,NaN,NaN,NaN,NaN,NaN,3478.34417581724,-2.19356393924744,1.81909503749973,1005520,2.82370033644449,257524,25.611
1982,NCL,NaN,56.93,NaN,NaN,NaN,NaN,NaN,NaN,0.256409941479859,2.11556355416499,145700,2.7790527070531,84793,58.197
1982,NER,NaN,72.44,NaN,NaN,NaN,NaN,NaN,602.368520635978,-0.910224174717044,3.06554808029501,6564445,4.62763423031997,910554,13.871
1982,NGA,NaN,45.88,0,NaN,81.9376971904467,692.539251561872,NaN,1680.33637007087,-9.46806679000353,2.90087187337984,77388067,6.01879701372628,18100295,23.389
1982,NIC,NaN,29.89,18000000,NaN,272.630477452715,461.69198139927,NaN,1800.69119601406,-3.49334129282865,2.73610538786783,3491906,3.28629275862606,1775599,50.849
1982,NLD,NaN,90.48,265000000,NaN,4237.77780417238,3785.11593557885,NaN,25540.479624977,-1.69259008989138,0.458559864217281,14312690,1.08176699111517,9376386,65.511
1982,NOR,NaN,93.7,0,NaN,19357.745613564,4262.39171067664,NaN,40666.4051195008,-0.132144909451384,0.367278280054002,4114787,0.552183543072723,2918125,70.918
1982,NPL,NaN,48.4,0,NaN,16.761358144711,291.698588693644,NaN,357.531993279405,1.38389034735724,2.335304200868,16347124,6.03032526167967,1081526,6.616
1982,NRU,NaN,62.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.247347649377971,7672,-0.247347649377971,7672,100
1982,NZL,NaN,62.84,1499000000,NaN,6872.40581730617,3012.97138873927,NaN,24354.6796662018,-0.0680679234144179,0.993480548336686,3156100,1.04258542609931,2636985,83.552
1982,OMN,NaN,25.15,0,NaN,1019.06262051953,1305.38583379967,NaN,14251.0264498171,5.42659172274573,5.66358415604838,1138301,9.45954608189282,584916,51.385
1982,PAK,NaN,22.28,0,NaN,151.3181449994,320.041121645237,NaN,708.473083279538,2.22156138518415,4.13542839724215,87828198,4.97404594275221,25135552,28.619
1982,PAN,NaN,39.39,85000000,NaN,846.239501874652,805.629760706881,NaN,6224.94075245612,2.92547693232122,2.32682869648968,2050247,2.99407646695017,1048209,51.126
1982,PER,NaN,29.72,151000000,NaN,549.297684840603,627.606864604679,NaN,3778.76336292689,-2.62304221434144,2.43508579524966,18374372,3.08956250659522,12055425,65.61
1982,PHL,NaN,28.03,3884000000,NaN,332.361429725032,454.018316432503,NaN,1889.09121105793,1.13499832291846,2.50305033816042,50938522,4.94473866718826,20040743,39.343
1982,PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23544355783694,12666,3.82212128201977,8160,64.422
1982,PNG,NaN,46.42,NaN,NaN,NaN,NaN,NaN,2012.50896957767,-1.70019936062154,2.06714159406125,3235264,3.46184812849511,434431,13.428
1982,POL,NaN,94.17,269000000,NaN,2900.12710568209,3412.49866376325,NaN,NaN,NaN,0.920284572106585,36230481,1.55461045356294,21314754,58.831
1982,PRI,NaN,154.06,NaN,NaN,NaN,NaN,NaN,15905.0441153216,-2.60494858258789,1.07059222662227,3277453,6.00984383098607,2471396,75.406
1982,PRK,NaN,74.83,0,NaN,1093.71445502337,1760.58030642705,NaN,NaN,NaN,1.45296347351159,18502087,1.71380834394886,10582824,57.198
1982,PRT,NaN,66.22,353000000,NaN,1644.71112175614,1119.20463053475,NaN,11061.945286557,1.51289339666386,0.611332101414692,9911771,1.80040699006014,4335210,43.738
1982,PRY,NaN,30.6,27000000,NaN,270.937036201001,652.961947646723,NaN,3631.18624940465,-4.07758170699647,2.75557004282023,3251678,4.04939513725281,1391230,42.785
1982,PSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.481
1982,PYF,NaN,52.58,NaN,NaN,NaN,NaN,NaN,25178.1342815365,-1.48111373869727,3.1765165803271,174343,3.08185314172887,102674,58.892
1982,QAT,NaN,13.75,0,NaN,8883.32992117924,15385.6747108199,NaN,NaN,NaN,5.83577773608858,312608,6.0022533705023,280294,89.663
1982,ROU,NaN,125.39,0,NaN,2927.24497937576,2881.80799022377,NaN,NaN,NaN,0.547287797531317,22475741,2.06201342092936,10674853,47.495
1982,RUS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.628287744424107,140823000,1.25034281107982,99464693,70.631
1982,RWA,NaN,27.5,NaN,NaN,NaN,NaN,NaN,421.758919737029,-1.98815390381382,3.80282951759302,5652900,5.19314041458458,274335,4.853
1982,SAU,NaN,21.31,0,NaN,2604.9994491639,4232.71120100661,NaN,24815.3831688281,-24.4307346712768,4.78114985700275,11201154,6.82896852916873,7692168,68.673
1982,SDN,NaN,NaN,0,NaN,39.550697457519,486.84812438402,NaN,1328.74816894531,2.06062987045037,4.0773141132874,18128631,5.11330140833131,3693890,20.376
1982,SEN,NaN,36.68,42000000,NaN,94.3680106091613,255.50663139156,NaN,1118.73002282551,5.19951122400988,2.63687199552555,6008392,3.61210619161653,2191621,36.476
1982,SGP,NaN,882.64,0,NaN,2814.31917130241,1987.08730813092,NaN,15106.2507664821,2.50351262717827,4.38859363289509,2646466,4.38859363289512,2646466,100
1982,SLB,NaN,70.88,NaN,NaN,NaN,NaN,NaN,2032.19788987463,-4.9792049185527,3.42378237174167,250250,6.67499705375967,28248,11.288
1982,SLE,NaN,34.43,NaN,NaN,NaN,NaN,NaN,668.527237343358,2.62923688872591,2.07568162496108,3509197,3.49384724314692,1076622,30.68
1982,SLV,NaN,45.26,892000000,NaN,263.048967978462,611.070144072572,NaN,2404.12398966642,-7.34176792695644,1.10899755109898,4599904,2.25680154149594,2075799,45.127
1982,SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.958532684599375,21804,2.77749710939671,18399,84.384
1982,SOM,NaN,96.78,NaN,NaN,NaN,NaN,NaN,NaN,3.77736095840382,0.283795339405205,5951805,1.23769447683173,1623652,27.28
1982,SRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.471540112523836,7440000,1.34348447596256,3505133,47.112
1982,SSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.40299279130042,4398297,2.27357248318762,373723,8.497
1982,STP,NaN,32.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.76015658605825,100931,4.58130922253841,35150,34.826
1982,SUR,NaN,82.37,NaN,NaN,NaN,NaN,NaN,7258.14923782579,-4.56284801007152,0.379474847490175,377288,0.494602021976978,245652,65.11
1982,SVK,NaN,NaN,0,NaN,4439.28002201342,3754.67958194291,NaN,NaN,NaN,0.774370072451157,5055099,1.66316024713379,2667930,52.777
1982,SVN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.199273553477761,1910334,0.527715863270047,938012,49.102
1982,SWE,NaN,114.63,1002000000,NaN,11440.2391852366,4877.7998965318,NaN,29093.1613210421,1.19077537964918,0.0571917222643352,8325263,0.0571980821560858,6918294,83.1
1982,SWZ,NaN,89.56,NaN,NaN,NaN,NaN,NaN,1401.18989042951,-1.73436996593365,2.91533293128106,634439,4.98593685037608,108971,17.176
1982,SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.32731382136059,14418,9.32731382136059,14418,100
1982,SYC,NaN,84.35,NaN,NaN,NaN,NaN,NaN,6379.01343979022,-2.64575862598713,0.588566721464479,64413,0.555364148694566,31779,49.337
1982,SYR,NaN,59.7,0,NaN,525.194952997417,672.413669831015,NaN,1205.13744056652,-0.530154024178501,3.28246436618487,9510754,3.77023081423718,4495543,47.268
1982,TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.88081176519592,8355,8.44152550861457,4966,59.435
1982,TCD,NaN,16.86,NaN,NaN,NaN,NaN,NaN,346.318984060636,0.478949695996306,4.73077019822427,4622828,5.76323722502447,886612,19.179
1982,TGO,NaN,32.88,0,NaN,71.4440935084111,315.610567507557,NaN,756.628230854006,-6.69107879128678,3.27730093466528,3023343,4.74928351368724,767657,25.391
1982,THA,NaN,41.99,0,NaN,330.96200152871,471.446576691068,NaN,1582.5654782423,3.20324683132809,2.06101206434205,47700340,3.01398127559807,13026009,27.308
1982,TJK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80036920754411,4278908,2.17630251535163,1449095,33.866
1982,TKM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.45976893984563,3005972,1.98701952667161,1401895,46.637
1982,TLS,NaN,66.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.898836284127801,655112,3.28625099345827,113275,17.291
